comment_id,comment_text,sentiment,stance,topic,source,project_name,date_submitted,provenance_url
CMT04460,"No proper groundwater recharge study has been provided; this could worsen water scarcity locally.  is issue bahut important hai. Additionally, The proposed site is too close to residential areas and risks public health due to air and noise pollution.",Negative,Suggestion Only,Pollution,MyGov_discussion,Hydropower Dam Project,28-08-2022,https://example.org/MyGov_discussion/Hydropower_Dam_Project/4460
CMT25594,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Mixed,Support,Tribal Rights,MoEFCC_attachment,Coastal Highway,27-04-2024,https://example.org/MoEFCC_attachment/Coastal_Highway/25594
CMT11114,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Negative,Suggestion Only,Tribal Rights,MyGov_discussion,Waste-to-Energy Plant,26-07-2023,https://example.org/MyGov_discussion/Waste-to-Energy_Plant/11114
CMT34681,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.  is issue bahut important hai.,Positive,Suggestion Only,Agriculture,MoEFCC_attachment,Coastal Highway,30-10-2023,https://example.org/MoEFCC_attachment/Coastal_Highway/34681
CMT15869,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Mixed,Suggestion Only,Biodiversity,Manthan_compilation,Urban Metro Line,05-11-2025,https://example.org/Manthan_compilation/Urban_Metro_Line/15869
CMT31414,The proposed Plastic Recycling Facility will create jobs but the EIA report fails to address long-term pollution impacts near Odisha.,Negative,Oppose,Public Health,MoEFCC_attachment,Plastic Recycling Facility,01-11-2024,https://example.org/MoEFCC_attachment/Plastic_Recycling_Facility/31414
CMT13621,The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.,Positive,Conditional Support,Infrastructure,MoEFCC_attachment,Hydropower Dam Project,02-11-2024,https://example.org/MoEFCC_attachment/Hydropower_Dam_Project/13621
CMT04156,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Neutral,Suggestion Only,Infrastructure,MoEFCC_attachment,Hydropower Dam Project,09-07-2023,https://example.org/MoEFCC_attachment/Hydropower_Dam_Project/4156
CMT27885,The draft policy does not explain compensation for affected families; clarify the eligibility criteria and timelines.,Positive,Support,Pollution,MyGov_discussion,Irrigation Canal Project,16-12-2023,https://example.org/MyGov_discussion/Irrigation_Canal_Project/27885
CMT16930,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Neutral,Suggestion Only,Governance,MoEFCC_attachment,Coastal Highway,24-12-2024,https://example.org/MoEFCC_attachment/Coastal_Highway/16930
CMT26670,"The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values. Additionally, I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Mixed,Suggestion Only,Livelihood,MyGov_discussion,Afforestation Program,20-01-2025,https://example.org/MyGov_discussion/Afforestation_Program/26670
CMT46227,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Positive,Neutral,Waste Management,MoEFCC_attachment,Industrial Park Phase II,05-09-2024,https://example.org/MoEFCC_attachment/Industrial_Park_Phase_II/46227
CMT29243,"I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Tamil Nadu. Additionally, The proposal's timeline is unrealistic; request an extended public consultation period for thorough review.",Mixed,Oppose,Infrastructure,NGO_submission,Mining Lease Proposal,01-08-2023,https://example.org/NGO_submission/Mining_Lease_Proposal/29243
CMT27540,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Negative,Suggestion Only,Livelihood,MoEFCC_attachment,Afforestation Program,22-04-2024,https://example.org/MoEFCC_attachment/Afforestation_Program/27540
CMT25150,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Conditional Support,Infrastructure,MoEFCC_attachment,Riverfront Development Project,29-03-2025,https://example.org/MoEFCC_attachment/Riverfront_Development_Project/25150
CMT20795,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.,Negative,Conditional Support,Agriculture,Manthan_compilation,Industrial Park Phase II,24-11-2024,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/20795
CMT18685,No proper groundwater recharge study has been provided; this could worsen water scarcity locally.  kripya is par dhyan dein.,Positive,Suggestion Only,Tribal Rights,MoEFCC_attachment,Solar Park Initiative,20-09-2023,https://example.org/MoEFCC_attachment/Solar_Park_Initiative/18685
CMT44362,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Mixed,Suggestion Only,Tribal Rights,Manthan_compilation,Mining Lease Proposal,22-08-2024,https://example.org/Manthan_compilation/Mining_Lease_Proposal/44362
CMT13327,Please provide a clear plan for wastewater treatment and monitoring before approving this project.,Neutral,Neutral,Renewable Energy,MyGov_discussion,Urban Metro Line,30-05-2023,https://example.org/MyGov_discussion/Urban_Metro_Line/13327
CMT34830,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Mixed,Suggestion Only,Public Health,MyGov_discussion,Thermal Power Expansion,25-10-2023,https://example.org/MyGov_discussion/Thermal_Power_Expansion/34830
CMT29953,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Negative,Suggestion Only,Waste Management,Manthan_compilation,Afforestation Program,16-09-2022,https://example.org/Manthan_compilation/Afforestation_Program/29953
CMT22772,"There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats. Additionally, The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.",Mixed,Oppose,Tribal Rights,MoEFCC_attachment,Plastic Recycling Facility,12-03-2025,https://example.org/MoEFCC_attachment/Plastic_Recycling_Facility/22772
CMT16948,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Bihar.,Mixed,Oppose,Education,NGO_submission,Mining Lease Proposal,18-09-2023,https://example.org/NGO_submission/Mining_Lease_Proposal/16948
CMT07709,This initiative is a welcome step towards renewable energy; please ensure adequate funding and local training programs.,Mixed,Support,Renewable Energy,Manthan_compilation,Waste-to-Energy Plant,23-01-2023,https://example.org/Manthan_compilation/Waste-to-Energy_Plant/7709
CMT21156,I strongly oppose the project as it will displace local farmers and harm traditional livelihoods in Assam.,Mixed,Oppose,Livelihood,Manthan_compilation,Industrial Park Phase II,07-01-2024,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/21156
CMT02361,The proposed Irrigation Canal Project will create jobs but the EIA report fails to address long-term pollution impacts near Rajasthan.,Negative,Support,Environment,NGO_submission,Irrigation Canal Project,07-10-2024,https://example.org/NGO_submission/Irrigation_Canal_Project/2361
CMT49376,This project will benefit regional transport and reduce congestion — recommend expedited approval with safeguards.,Positive,Support,Environment,MyGov_discussion,Hydropower Dam Project,23-01-2024,https://example.org/MyGov_discussion/Hydropower_Dam_Project/49376
CMT33642,The proposed Afforestation Program will create jobs but the EIA report fails to address long-term pollution impacts near Punjab.,Mixed,Support,Renewable Energy,NGO_submission,Afforestation Program,15-07-2024,https://example.org/NGO_submission/Afforestation_Program/33642
CMT34695,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Negative,Oppose,Governance,NGO_submission,Afforestation Program,19-10-2025,https://example.org/NGO_submission/Afforestation_Program/34695
CMT49724,The proposed Riverfront Development Project will create jobs but the EIA report fails to address long-term pollution impacts near Odisha.,Neutral,Support,Pollution,MyGov_discussion,Riverfront Development Project,27-07-2024,https://example.org/MyGov_discussion/Riverfront_Development_Project/49724
CMT36526,There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.,Negative,Oppose,Education,MoEFCC_attachment,Urban Metro Line,14-02-2025,https://example.org/MoEFCC_attachment/Urban_Metro_Line/36526
CMT12007,The government should include special provisions for tribal rights and meaningful consent in the decision-making process.,Neutral,Neutral,Tribal Rights,Manthan_compilation,Industrial Park Phase II,08-02-2025,https://example.org/Manthan_compilation/Industrial_Park_Phase_II/12007
CMT31490,The proposed site is too close to residential areas and risks public health due to air and noise pollution.,Negative,Suggestion Only,Infrastructure,MyGov_discussion,Urban Metro Line,21-09-2025,https://example.org/MyGov_discussion/Urban_Metro_Line/31490
CMT39708,Please ensure that solid waste management plans comply with SWM rules and include segregation at source.,Neutral,Neutral,Agriculture,MyGov_discussion,Urban Metro Line,30-12-2022,https://example.org/MyGov_discussion/Urban_Metro_Line/39708
CMT17009,The compensation offered to small shopkeepers is inadequate — revise the packages to reflect market values.,Mixed,Oppose,Agriculture,MyGov_discussion,Plastic Recycling Facility,20-09-2025,https://example.org/MyGov_discussion/Plastic_Recycling_Facility/17009
CMT26176,"The proposal's timeline is unrealistic; request an extended public consultation period for thorough review. Additionally, There is insufficient assessment of biodiversity impact; the EIA ignores migratory routes and critical habitats.",Mixed,Conditional Support,Tribal Rights,MoEFCC_attachment,Irrigation Canal Project,05-06-2025,https://example.org/MoEFCC_attachment/Irrigation_Canal_Project/26176
CMT30834,"I appreciate the focus on sustainability but seek stronger monitoring, independent audits, and public disclosure.",Mixed,Support,Agriculture,Manthan_compilation,Waste-to-Energy Plant,29-04-2023,https://example.org/Manthan_compilation/Waste-to-Energy_Plant/30834
